Gene,Xobs
YPL018W,0.027021
YPL019C,0.795406
YPL020C,0.062684
YPL021W,0.035203
YPL022W,0.033882
YPL023C,0.386906
YPL024W,0.138133
YPL026C,0.059137
YPL027W,0.041853
YPL028W,3.963597
YPL029W,0.025312
YPL030W,0.353417
YPL031C,0.465717
YPL032C,0.286598
YPL033C,0.02188
YPL034W,0.099867
YPL036W,0.062437
YPL037C,11.550376
YPL038W,0.21255
YPL039W,0.056468
YPL040C,0.016655
YPL041C,0.03198
YPL042C,0.031854
YPL043W,0.603385
YPL045W,0.01587
YPL046C,0.169387
YPL047W,0.1518
YPL048W,1.127439
YPL049C,0.181813
YPL050C,0.851107
YPL051W,0.135136
YPL052W,0.079564
YPL053C,0.912743
YPL054W,0.080056
YPL055C,0.121471
YPL056C,0.270417
YPL057C,0.142403
YPL058C,0.09986
YPL059W,0.387468
YPL060W,0.011092
YPL061W,4.434407
YPL063W,0.514828
YPL064C,0.11754
YPL065W,0.097556
YPL066W,0.008179
YPL067C,0.112929
YPL068C,0.072863
YPL069C,0.052855
YPL070W,0.052285
YPL071C,0.056742
YPL072W,0.019479
YPL074W,0.032564
YPL075W,0.016375
YPL076W,0.050734
YPL077C,0.012355
YPL078C,0.906781
YPL079W,59.864651
YPL081W,1.070698
YPL082C,0.034529
YPL083C,0.031234
YPL084W,0.082611
YPL085W,0.075591
YPL086C,0.492538
YPL087W,0.827209
YPL088W,0.042783
YPL089C,0.108481
YPL090C,8.853833
YPL091W,1.493953
YPL092W,0.155677
YPL093W,0.999752
YPL094C,0.840909
YPL095C,0.062624
YPL096W,0.195651
YPL097W,0.15591
YPL098C,1.200394
YPL099C,0.108205
YPL100W,0.168015
YPL101W,0.177015
YPL103C,0.077329
YPL104W,0.044059
YPL105C,0.133504
YPL106C,2.833436
YPL107W,0.049911
YPL108W,0.073098
YPL109C,0.016902
YPL110C,0.057822
YPL111W,1.388446
YPL112C,0.17863
YPL113C,0.033463
YPL115C,0.052852
YPL116W,0.041102
YPL117C,1.372011
YPL118W,0.30128
YPL119C,0.010621
YPL120W,0.06159
YPL121C,0.018036
YPL122C,0.128134
YPL123C,0.024655
YPL124W,0.050242
YPL125W,0.05529
YPL126W,0.175371
YPL127C,0.54005
YPL128C,0.312831
YPL129W,0.649225
YPL130W,0.011072
YPL131W,40.293216
YPL132W,0.063592
YPL133C,0.021574
YPL134C,0.196404
YPL135W,0.460231
YPL137C,0.022119
YPL138C,0.093037
YPL139C,0.234669
YPL140C,0.028887
YPL141C,0.011901
YPL143W,13.355242
YPL144W,0.392742
YPL145C,0.577697
YPL146C,0.229523
YPL147W,0.012361
YPL148C,0.048714
YPL149W,0.1371
YPL150W,0.022164
YPL151C,0.047043
YPL152W,0.037644
YPL153C,0.016043
YPL154C,2.761532
YPL155C,0.013421
YPL156C,0.041603
YPL157W,0.080304
YPL158C,0.036292
YPL159C,0.09348
YPL160W,1.126194
YPL161C,0.047092
YPL162C,0.014357
YPL163C,1.630174
YPL164C,0.005123
YPL165C,0.005189
YPL166W,0.017017
YPL167C,0.032756
YPL168W,0.079448
YPL169C,0.55369
YPL170W,0.459374
YPL171C,0.057097
YPL172C,0.049538
YPL173W,0.333088
YPL174C,0.002772
YPL175W,0.027304
YPL176C,0.24105
YPL177C,0.206959
YPL178W,0.614371
YPL179W,0.075677
YPL180W,0.0495
YPL181W,0.060661
YPL183C,0.110251
YPL184C,0.140082
YPL186C,0.035149
YPL187W,0.241797
YPL188W,0.130899
YPL189W,0.016346
YPL190C,0.133764
YPL191C,0.007221
YPL192C,0.009971
YPL193W,0.042806
YPL194W,0.021122
YPL195W,0.156421
YPL196W,0.109149
YPL198W,5.083877
YPL199C,0.649922
YPL200W,0.0242
YPL201C,0.017745
YPL202C,0.049311
YPL203W,0.118763
YPL204W,0.531809
YPL206C,0.738518
YPL207W,0.586272
YPL208W,0.093329
YPL209C,0.021396
YPL210C,0.29014
YPL211W,0.884224
YPL212C,0.479163
YPL213W,0.045372
YPL214C,0.078544
YPL215W,0.130658
YPL216W,0.009005
YPL217C,0.358908
YPL218W,2.094741
YPL219W,0.038796
YPL220W,23.021958
YPL221W,0.216444
YPL222W,0.01882
YPL223C,0.04414
YPL224C,0.104739
YPL225W,1.939865
YPL226W,0.711788
YPL227C,0.334684
YPL228W,0.133902
YPL229W,0.233926
YPL230W,0.017356
YPL231W,0.94824
YPL232W,0.443169
YPL233W,0.033217
YPL234C,1.711029
YPL235W,1.394119
YPL236C,0.017742
YPL237W,1.546561
YPL239W,0.723257
YPL240C,1.273079
YPL241C,0.027041
YPL242C,0.025308
YPL243W,0.571072
YPL244C,0.233724
YPL245W,0.216374
YPL246C,0.781694
YPL247C,0.060576
YPL248C,0.005192
YPL249C,0.049087
YPL250C,0.23167
YPL252C,0.961472
YPL253C,0.023537
YPL254W,0.098801
YPL255W,0.020588
YPL256C,0.402811
YPL257W,0.008745
YPL258C,0.009971
YPL259C,0.088417
YPL260W,0.336421
YPL262W,1.832649
YPL263C,0.262338
YPL264C,0.048895
YPL265W,0.346453
YPL266W,0.760581
YPL267W,0.065157
YPL268W,0.023263
YPL269W,0.002463
YPL270W,0.062959
YPL271W,1.5296
YPL272C,0.006406
YPL273W,1.6292
YPL274W,0.426488
YPL277C,0.011838
YPL278C,0.05699
YPL279C,0.04644
YPL280W,0.016357
YPL281C,0.032489
YPL282C,0.069959
YPL283C,0.152641
YPR001W,0.011426
YPR002W,0.017176
YPR003C,0.013871
YPR004C,0.429453
YPR005C,0.025898
YPR006C,0.055536
YPR007C,0.049814
YPR008W,0.07914
YPR009W,0.053057
YPR010C,1.178896
YPR011C,0.047022
YPR013C,0.028079
YPR015C,0.034506
YPR016C,1.378601
YPR017C,0.061232
YPR018W,0.048003
YPR019W,0.117736
YPR020W,0.325161
YPR021C,0.049569
YPR022C,0.023558
YPR023C,0.367626
YPR024W,0.11809
YPR025C,0.047565
YPR026W,0.014348
YPR027C,0.006508
YPR028W,2.588679
YPR029C,0.201996
YPR030W,0.007188
YPR031W,0.01403
YPR032W,0.032158
YPR033C,1.830315
YPR034W,0.191972
YPR035W,5.035937
YPR036W,2.295958
YPR037C,0.715458
YPR040W,0.074346
YPR041W,1.063716
YPR042C,0.027467
YPR043W,12.051583
YPR045C,0.019205
YPR046W,0.08896
YPR047W,0.056714
YPR048W,0.138701
YPR049C,0.0127
YPR051W,0.383334
YPR052C,1.195341
YPR054W,0.000265
YPR055W,0.076364
YPR056W,0.08903
YPR057W,0.090772
YPR058W,0.446023
YPR060C,0.630053
YPR061C,0.015778
YPR062W,3.151384
YPR063C,0.927585
YPR065W,0.203395
YPR066W,0.030772
YPR067W,0.170572
YPR068C,0.025822
YPR069C,1.556729
YPR070W,0.029113
YPR071W,0.045175
YPR072W,0.268858
YPR073C,0.230142
YPR074C,3.178213
YPR075C,0.124163
YPR078C,0.018092
YPR079W,0.110267
YPR080W,54.723068
YPR081C,0.102829
YPR082C,0.386007
YPR083W,0.010357
YPR084W,0.03373
YPR085C,0.011569
YPR086W,0.486045
YPR088C,0.992128
YPR089W,0.051612
YPR091C,0.07419
YPR093C,0.033532
YPR094W,0.951706
YPR095C,0.008254
YPR097W,0.106392
YPR098C,0.961404
YPR100W,0.727277
YPR101W,0.099305
YPR102C,17.810459
YPR103W,2.658746
YPR104C,0.027249
YPR105C,0.031496
YPR106W,0.101576
YPR107C,0.053768
YPR108W,1.062015
YPR109W,0.082636
YPR110C,1.208713
YPR111W,0.0189
YPR112C,0.17349
YPR113W,1.381722
YPR114W,0.477474
YPR115W,0.102567
YPR116W,0.014262
YPR117W,0.027074
YPR118W,0.449488
YPR119W,0.031016
YPR120C,0.081094
YPR121W,0.012249
YPR122W,0.008679
YPR124W,0.596941
YPR125W,0.423766
YPR127W,0.075546
YPR128C,0.232602
YPR129W,0.297245
YPR131C,0.324297
YPR132W,24.677082
YPR133C,0.503176
YPR134W,0.112029
YPR135W,0.104115
YPR137W,0.21313
YPR138C,0.072738
YPR139C,0.288843
YPR140W,0.126339
YPR141C,0.026645
YPR143W,0.434346
YPR144C,0.210086
YPR145W,2.942417
YPR147C,0.153038
YPR148C,0.931646
YPR149W,2.63283
YPR151C,0.044201
YPR152C,0.021486
YPR153W,0.004167
YPR154W,0.167969
YPR155C,0.020016
YPR156C,0.139267
YPR157W,0.007669
YPR158W,0.108069
YPR159W,0.566865
YPR160W,0.167537
YPR161C,0.160778
YPR162C,0.133515
YPR163C,1.679756
YPR164W,0.011709
YPR165W,1.862811
YPR166C,2.274417
YPR167C,0.10156
YPR168W,0.006145
YPR169W,0.191032
YPR171W,0.01265
YPR172W,0.095492
YPR173C,0.292717
YPR174C,0.037884
YPR175W,0.034431
YPR176C,0.347286
YPR178W,0.121755
YPR179C,0.01737
YPR180W,0.205802
YPR181C,0.576191
YPR182W,0.636272
YPR183W,1.042714
YPR184W,0.005903
YPR185W,0.024114
YPR186C,0.053689
YPR187W,1.055687
YPR188C,0.321606
YPR189W,0.055406
YPR190C,0.126421
YPR191W,0.559398
YPR192W,0.010408
YPR193C,0.019201
YPR194C,0.021259
YPR196W,0.005535
YPR198W,0.115948
YPR199C,0.042642
YPR200C,0.058073
YPR201W,0.019064
YPR202W,0.00571
YPR203W,0.028984
