Gene,phi
YLR290C,0.113586
YLR293C,5.301181
YLR295C,1.27795
YLR299W,0.279068
YLR305C,0.073172
YLR310C,0.086329
YLR313C,0.007697
YLR314C,0.163243
YLR319C,0.033385
YLR320W,0.012784
YLR325C,5.971578
YLR327C,0.079726
YLR336C,0.102839
YLR340W,16.801435
YLR343W,0.011134
YLR356W,0.179479
YLR359W,2.101577
YLR360W,0.020998
YLR370C,0.723819
YLR372W,3.826534
YLR373C,0.058286
YLR375W,0.150741
YLR386W,0.025861
YLR388W,36.471063
YLR389C,0.139423
YLR392C,0.012341
YLR397C,0.232596
YLR399C,0.092536
YLR404W,0.039265
YLR405W,0.201139
YLR417W,0.044088
YLR418C,0.253845
YLR420W,1.165093
YLR423C,0.023343
YLR427W,0.084757
YLR429W,0.538313
YLR430W,0.066227
YLR431C,0.024249
YLR432W,1.446263
YLR433C,0.0849
YLR439W,0.277428
YLR442C,0.044253
YLR447C,1.3684
YLR448W,7.981046
YLR449W,1.285985
YLR450W,0.127999
YLR455W,0.02536
YLR456W,0.036907
YLR461W,0.399247
YLR466W,0.135069
YLR467W,0.032307
YML002W,0.006176
YML003W,0.01332
YML004C,0.861407
YML005W,0.096493
YML009C,1.83665
YML010W,0.399641
YML011C,0.14371
YML013W,0.058397
YML014W,0.225241
YML021C,0.125992
YML023C,0.041154
YML026C,15.445409
YML031W,0.281593
YML035C,0.405973
YML036W,0.246705
YML037C,0.018513
YML041C,0.053711
YML042W,0.026552
YML051W,0.063748
YML057W,0.120223
YML061C,0.045672
YML063W,2.104916
YML065W,0.039678
YML067C,1.404266
YML068W,0.030503
YML069W,0.595098
YML072C,0.457276
YML074C,2.074311
YML080W,0.461266
YML081W,0.0431
YML083C,0.018611
YML092C,2.298653
YML093W,0.306106
YML094W,0.581769
YML097C,0.157333
YML101C,0.365344
YML102W,0.16714
YML103C,0.061577
YML104C,0.012087
YML106W,0.812842
YML107C,0.048765
YML109W,0.022766
YML110C,0.935401
YML111W,0.03324
YML113W,0.575378
YML114C,0.13845
YML116W,0.19168
YML117W,0.076939
YML120C,0.102601
YML121W,0.168842
YML123C,4.546489
YML125C,1.163961
YML129C,0.16375
YML130C,0.751944
YML133C,0.105935
YMR001C,0.070205
YMR003W,0.140955
YMR004W,0.091616
YMR009W,0.405341
YMR013C,0.051822
YMR017W,0.017709
YMR019W,0.036305
YMR020W,0.051997
YMR021C,0.122433
YMR022W,0.198943
YMR023C,0.043985
YMR029C,0.042269
YMR034C,0.021451
YMR036C,0.031138
YMR042W,0.051878
YMR043W,0.737497
YMR045C,0.30443
YMR046C,0.06487
YMR048W,0.024966
YMR053C,0.025641
YMR054W,0.322902
YMR058W,1.106373
YMR059W,0.321441
YMR064W,0.018623
YMR066W,0.017652
YMR072W,1.047558
YMR073C,0.485649
YMR075W,0.015429
YMR083W,1.925418
YMR084W,0.020147
YMR085W,0.018402
YMR088C,0.083807
YMR092C,0.839078
YMR093W,0.178879
YMR096W,0.076075
YMR097C,0.036056
YMR099C,0.748432
YMR101C,0.029459
YMR102C,0.069829
YMR104C,0.006474
YMR106C,0.014064
YMR114C,0.054019
YMR119W,0.072753
YMR121C,0.596364
YMR124W,0.021275
YMR126C,0.017234
YMR129W,0.091178
YMR144W,0.051297
YMR148W,0.288889
YMR154C,0.019436
YMR155W,0.029357
YMR157C,0.121809
YMR169C,0.00753
YMR172W,0.00807
YMR179W,0.017737
YMR182C,0.00485
YMR185W,0.009828
YMR187C,0.052098
YMR190C,0.007298
YMR192W,0.024392
YMR193W,0.150481
YMR198W,0.049212
YMR201C,0.052709
YMR211W,0.0662
YMR212C,0.133369
YMR214W,0.511573
YMR215W,1.529859
YMR220W,0.518341
YMR221C,0.36858
YMR225C,0.621927
YMR229C,0.231276
YMR231W,0.027051
YMR234W,0.026068
YMR236W,0.825014
YMR237W,0.189056
YMR239C,0.239743
YMR241W,1.499607
YMR243C,1.721177
YMR244W,0.065838
YMR246W,1.198219
YMR247C,0.02749
YMR250W,0.062621
YMR253C,0.027516
YMR256C,0.939463
YMR260C,1.221955
YMR265C,0.05859
YMR266W,0.369288
YMR267W,0.122272
YMR268C,0.05758
YMR270C,0.095748
YMR272C,0.937486
YMR274C,0.171841
YMR275C,0.025117
YMR279C,0.007247
YMR280C,0.007627
YMR282C,0.020271
YMR283C,0.065859
YMR284W,0.039723
YMR289W,0.17007
YMR291W,0.032473
YMR292W,0.435094
YMR294W,0.180883
YMR297W,3.137968
YMR300C,0.16275
YMR303C,0.809803
YMR306W,0.004706
YMR310C,0.358018
YMR311C,0.258402
YMR313C,0.057522
YMR314W,1.099428
YMR317W,0.003183
YMR322C,0.066735
YNL001W,0.145587
YNL002C,0.621569
YNL004W,0.234939
YNL006W,0.516736
YNL008C,0.145266
YNL010W,0.828869
YNL011C,0.022812
YNL018C,0.01985
YNL024C,0.059033
YNL029C,0.06289
YNL031C,15.073716
YNL033W,0.00241
YNL035C,0.081366
YNL041C,0.045608
YNL048W,0.365175
YNL050C,0.159628
YNL051W,0.053004
YNL054W,0.029554
YNL058C,0.430266
YNL062C,0.491832
YNL064C,3.551483
YNL068C,0.040989
YNL071W,1.195504
YNL073W,0.039814
YNL074C,0.040825
YNL076W,0.033273
YNL078W,0.160429
YNL080C,0.067256
YNL083W,0.018383
YNL086W,0.358523
YNL091W,0.047716
YNL093W,0.015299
YNL097C,0.22328
YNL098C,0.872268
YNL106C,0.01497
YNL108C,0.395844
YNL110C,1.263429
YNL112W,2.82742
YNL113W,1.286646
YNL115C,0.1001
YNL116W,0.044334
YNL117W,0.036489
YNL122C,0.164249
YNL124W,0.271883
YNL127W,0.018394
YNL129W,0.211577
YNL137C,0.22858
YNL141W,0.617566
YNL142W,0.108866
YNL147W,0.430983
YNL148C,0.044241
YNL151C,0.374932
YNL153C,0.624341
YNL154C,0.405291
YNL155W,0.092586
YNL157W,1.148046
YNL158W,0.05586
YNL160W,2.351163
YNL161W,0.072638
YNL163C,0.206467
YNL164C,0.163033
YNL166C,0.212252
YNL177C,0.15238
YNL178W,42.068852
YNL182C,0.227262
YNL183C,0.053756
YNL188W,0.056026
YNL190W,4.794872
YNL192W,0.18834
YNL197C,0.028511
YNL200C,0.144792
YNL208W,3.443426
YNL209W,6.920834
YNL211C,0.108931
YNL214W,0.031027
YNL216W,0.119679
YNL219C,0.484081
YNL221C,0.120755
YNL230C,0.00485
YNL233W,0.031798
YNL236W,0.078498
YNL237W,0.023969
YNL238W,0.222333
YNL242W,0.036138
YNL244C,2.773388
YNL245C,0.077997
YNL246W,0.172589
YNL247W,0.761774
YNL250W,0.011005
YNL251C,0.043198
YNL253W,0.06968
YNL262W,0.010398
YNL264C,0.115178
YNL267W,0.018622
YNL269W,0.008079
YNL274C,0.251875
YNL278W,0.039314
YNL280C,0.813034
YNL284C,0.409728
YNL288W,0.267513
YNL289W,0.192145
YNL297C,0.03216
YNL306W,0.521328
YNL307C,0.202278
YNL308C,0.804485
YNL310C,0.171699
YNL313C,0.398801
YNL314W,0.021593
YNL320W,0.121486
YNL321W,0.113985
YNL322C,2.944159
YNL323W,0.342481
YNL328C,0.008883
YNL334C,0.076121
YNR002C,0.03087
YNR008W,0.129583
YNR009W,0.146269
YNR014W,0.140717
YNR015W,0.26388
YNR016C,0.435868
YNR017W,0.812335
YNR019W,0.079407
YNR020C,0.222787
YNR022C,0.304212
YNR023W,0.0327
YNR026C,0.171283
YNR027W,0.141019
YNR029C,0.170992
YNR046W,1.297419
YNR047W,0.019188
YNR049C,0.203656
YNR051C,0.042984
YNR052C,0.623943
YNR053C,0.852487
YNR054C,0.468726
YNR055C,0.259783
YNR057C,0.051265
YNR060W,0.034802
YNR063W,0.00813
YNR065C,0.109156
YNR066C,0.011069
YNR067C,0.324392
YNR068C,0.004783
YNR069C,0.002664
YOL001W,0.025145
YOL002C,0.774962
YOL003C,0.046312
YOL004W,0.183889
YOL005C,0.667755
YOL007C,0.251283
YOL011W,0.009157
YOL013C,0.035493
YOL015W,0.003537
YOL019W,0.478213
YOL023W,0.010553
YOL027C,0.386639
YOL029C,0.092291
YOL030W,2.796726
YOL032W,0.189965
YOL033W,0.057857
YOL038W,1.615352
YOL039W,21.852148
YOL044W,0.105987
YOL048C,0.07438
YOL049W,0.473763
YOL052C,0.378746
YOL056W,0.205509
YOL057W,0.190724
YOL060C,0.178038
YOL062C,0.10273
YOL063C,0.026534
YOL066C,0.062053
YOL069W,0.012298
YOL071W,0.166322
YOL072W,0.01488
YOL073C,0.140935
YOL076W,0.054265
YOL080C,0.169259
YOL084W,0.019169
YOL087C,0.020552
YOL092W,1.63349
YOL093W,0.156085
YOL094C,0.381038
YOL096C,0.058706
YOL097C,2.118914
YOL100W,0.014779
YOL104C,0.013547
YOL107W,0.038953
YOL114C,0.033141
YOL115W,0.054045
YOL117W,0.007869
YOL122C,0.220571
YOL124C,0.672588
YOL126C,0.116291
YOL127W,12.904202
YOL130W,0.093081
YOL133W,0.365283
YOL135C,0.155271
YOL137W,0.065204
YOL140W,0.074116
YOL142W,0.428496
YOL143C,1.086424
YOL146W,0.239998
YOL147C,0.85316
YOL149W,0.260764
YOL152W,0.014313
YOL154W,0.057179
YOL155C,0.051421
YOL156W,0.002088
YOL158C,0.409321
YOL159C,0.131973
YOL161C,0.160627
YOR002W,0.318285
YOR005C,0.007499
YOR007C,2.510455
YOR012W,0.090611
YOR014W,0.065855
YOR021C,1.353129
YOR022C,0.037689
YOR026W,0.085143
YOR030W,0.006655
YOR032C,0.003477
YOR038C,0.01905
YOR040W,0.067541
YOR046C,1.197962
YOR049C,0.009065
YOR051C,0.324207
YOR056C,0.666621
YOR059C,0.12737
YOR060C,0.005151
YOR062C,0.080463
YOR065W,0.095335
YOR066W,0.034688
YOR071C,0.036234
YOR073W,0.057651
YOR074C,0.093681
YOR075W,0.061617
YOR084W,0.110428
YOR089C,0.515349
YOR091W,0.587074
YOR094W,0.267699
YOR097C,0.137193
YOR098C,0.060738
YOR099W,2.637328
YOR100C,0.014505
YOR101W,0.300442
YOR103C,0.831039
YOR107W,0.01036
YOR112W,0.058694
YOR114W,0.027597
YOR116C,0.227275
YOR120W,0.013045
YOR123C,0.437774
YOR128C,0.322558
YOR129C,0.031719
YOR130C,0.208054
YOR134W,0.032391
YOR138C,0.147715
YOR140W,0.020211
YOR144C,0.044211
YOR145C,0.766919
YOR150W,0.370828
YOR153W,0.43047
YOR156C,0.006981
YOR157C,1.038061
YOR160W,0.043726
YOR161C,0.20537
YOR163W,0.498369
YOR166C,0.031762
YOR168W,0.964295
YOR172W,0.020286
YOR173W,0.029942
YOR174W,0.179786
YOR177C,0.022687
YOR178C,0.003553
YOR185C,0.485255
YOR194C,0.492396
YOR196C,0.388286
YOR201C,0.07256
YOR202W,0.374688
YOR205C,0.027801
YOR207C,0.487148
YOR208W,0.043364
YOR216C,0.115066
YOR219C,0.030461
YOR222W,0.332437
YOR223W,0.076784
YOR224C,1.518293
YOR226C,0.694801
YOR227W,0.030575
YOR231W,0.061176
YOR232W,0.548133
YOR236W,0.171852
YOR237W,0.01137
YOR239W,0.162859
YOR242C,0.031457
YOR244W,0.066713
YOR249C,0.029131
YOR253W,0.636843
YOR254C,1.019554
YOR255W,0.025506
YOR262W,0.230214
YOR269W,0.039009
YOR271C,1.808757
YOR272W,0.582425
YOR275C,0.031914
YOR278W,0.12569
YOR279C,0.063774
YOR285W,3.7585
YOR288C,0.319596
YOR291W,0.155179
YOR292C,0.038706
YOR293W,16.012269
YOR302W,7.500389
YOR303W,0.464655
YOR305W,0.120576
YOR307C,0.07082
YOR308C,0.02069
YOR313C,0.005424
YOR319W,0.082157
YOR321W,0.13386
YOR328W,0.022377
YOR332W,2.816276
YOR335C,1.88873
YOR337W,0.038142
YOR341W,0.28981
YOR342C,0.237368
YOR350C,0.009431
YOR356W,0.290163
YOR357C,0.233097
YOR359W,0.125985
YOR361C,1.614074
YOR362C,1.781998
YOR369C,7.166647
YOR371C,0.013991
YOR374W,0.713662
YOR377W,0.057492
YOR378W,0.002529
YOR381W,0.001809
YOR382W,1.071756
YOR383C,1.993158
YOR384W,0.001099
YOR385W,0.090856
YOR387C,0.020665
YOR393W,0.052469
YPL001W,0.098011
YPL003W,0.040745
YPL006W,0.054386
YPL007C,0.117986
YPL013C,0.932568
YPL015C,0.049372
YPL017C,0.01224
YPL018W,0.027021
YPL020C,0.062684
YPL023C,0.386906
YPL026C,0.059137
YPL028W,3.963597
YPL031C,0.465717
YPL034W,0.099867
YPL036W,0.062437
YPL037C,11.550376
YPL039W,0.056468
YPL040C,0.016655
YPL047W,0.1518
YPL056C,0.270417
YPL059W,0.387468
YPL060W,0.011092
YPL061W,4.434407
YPL063W,0.514828
YPL065W,0.097556
YPL067C,0.112929
YPL075W,0.016375
YPL081W,1.070698
YPL084W,0.082611
YPL086C,0.492538
YPL089C,0.108481
YPL090C,8.853833
YPL093W,0.999752
YPL095C,0.062624
YPL096W,0.195651
YPL097W,0.15591
YPL101W,0.177015
YPL104W,0.044059
YPL106C,2.833436
YPL108W,0.073098
YPL109C,0.016902
YPL111W,1.388446
YPL117C,1.372011
YPL120W,0.06159
YPL121C,0.018036
YPL123C,0.024655
YPL125W,0.05529
YPL127C,0.54005
YPL128C,0.312831
YPL131W,40.293216
YPL137C,0.022119
YPL145C,0.577697
YPL147W,0.012361
YPL153C,0.016043
YPL157W,0.080304
YPL159C,0.09348
YPL160W,1.126194
YPL161C,0.047092
YPL166W,0.017017
YPL167C,0.032756
YPL172C,0.049538
YPL173W,0.333088
YPL179W,0.075677
YPL180W,0.0495
YPL188W,0.130899
YPL191C,0.007221
YPL194W,0.021122
YPL195W,0.156421
YPL202C,0.049311
YPL204W,0.531809
YPL207W,0.586272
YPL208W,0.093329
YPL210C,0.29014
YPL214C,0.078544
YPL220W,23.021958
YPL221W,0.216444
YPL223C,0.04414
YPL231W,0.94824
YPL234C,1.711029
YPL235W,1.394119
YPL236C,0.017742
YPL247C,0.060576
YPL249C,0.049087
YPL253C,0.023537
YPL256C,0.402811
YPL259C,0.088417
YPL263C,0.262338
YPL269W,0.002463
YPL274W,0.426488
YPL279C,0.04644
YPL280W,0.016357
YPL283C,0.152641
YPR005C,0.025898
YPR007C,0.049814
YPR009W,0.053057
YPR013C,0.028079
YPR021C,0.049569
YPR022C,0.023558
YPR023C,0.367626
YPR025C,0.047565
YPR027C,0.006508
YPR029C,0.201996
YPR033C,1.830315
YPR040W,0.074346
YPR042C,0.027467
YPR045C,0.019205
YPR047W,0.056714
YPR051W,0.383334
YPR054W,0.000265
YPR055W,0.076364
YPR057W,0.090772
YPR062W,3.151384
YPR065W,0.203395
YPR068C,0.025822
YPR070W,0.029113
YPR073C,0.230142
YPR074C,3.178213
YPR075C,0.124163
YPR081C,0.102829
YPR084W,0.03373
YPR085C,0.011569
YPR086W,0.486045
YPR093C,0.033532
YPR095C,0.008254
YPR097W,0.106392
YPR102C,17.810459
YPR104C,0.027249
YPR106W,0.101576
YPR107C,0.053768
YPR109W,0.082636
YPR111W,0.0189
YPR112C,0.17349
YPR116W,0.014262
YPR117W,0.027074
YPR118W,0.449488
YPR119W,0.031016
YPR124W,0.596941
YPR127W,0.075546
YPR148C,0.931646
YPR149W,2.63283
YPR151C,0.044201
YPR153W,0.004167
YPR155C,0.020016
YPR158W,0.108069
YPR159W,0.566865
YPR160W,0.167537
YPR162C,0.133515
YPR163C,1.679756
YPR165W,1.862811
YPR168W,0.006145
YPR171W,0.01265
YPR174C,0.037884
YPR179C,0.01737
YPR180W,0.205802
YPR185W,0.024114
YPR188C,0.321606
YPR189W,0.055406
YPR193C,0.019201
YPR196W,0.005535
YPR203W,0.028984
